,Year,Incident Date,Incident Type,Track,Inv Location,Racing Type Description,Division,Weather Conditions,Horse,Trainer,Jockey Driver,Incident Description,Death or Injury
3631,2009,09/17/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Non-Racing,Thoroughbred, ,U AINT NO DAISY,JEREMIAH C. ENGLEHART, ,U Aint No Daisy-Tr. Jeremiah Englehart-laminitis LF foot-euthanized,Euthanasia
3632,2009,09/16/2009,EQUINE DEATH,Belmont Park (NYRA), ,Training,Thoroughbred,Cloudy,Dolche Destiny,PETER J. DALY, ,Dolche Destiny-Tr. Peter Daly-fx RF sesamoids-euthanized,Euthanasia
3633,2009,09/16/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),1/8 pole,Racing,Thoroughbred, ,Fisher Island,NICHOLAS P. ZITO, ,Fisher Island-Tr. Nick Zito-eased at 1/8 pole-walked off on his own-horse sound,Steward's List
3634,2009,09/16/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont,Racing,Thoroughbred, ,Hard to explain,CHAD C. BROWN, ,Hard to Explain-Tr. Chad Brown-fx pelvis-euthanized,Euthanasia
3635,2009,09/15/2009,STEWARDS/VETS LIST,Yonkers Raceway,3/4 Pole,Racing,Harness,Clear,Bobsujak,MARK S. FORD, ,Bobsujak-Tr. Mark Ford-horse broke-pulled up-must requalify,Steward's List
3636,2009,09/14/2009,STEWARDS/VETS LIST,Yonkers Raceway,On Track,Racing,Harness,Clear,Tough Luck,MARY L. SHALLENBERGER, ,Tough Luck-Tr. M. Slhallenberger-lameness LF leg-scratched-must requalify,Steward's List
3637,2009,09/12/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),1/16 pole,Racing,Thoroughbred,Cloudy,Morine's Victory,NEAL J. TERRACCIANO, ,Morine's Victory-Tr. Neal Terracciano-ambulanced off-no injury found,Steward's List
3638,2009,09/12/2009,STEWARDS/VETS LIST,Yonkers Raceway,Racetrack,Racing,Harness,65.1 overcast,Oyster Bay,BRUCE N. SAUNDERS, ,Oyster Bay-Tr. Bruce Saunders-choked down-A Fib,Steward's List
3639,2009,09/12/2009,EQUINE DEATH,Belmont Park (NYRA),Belmont - Barn 17,Non-Racing,Thoroughbred,Clear,Irish Hearted,JOHN O. HERTLER, ,Irish Hearted-Tr. John Hertler-died endotoxemia,Equine Death
3640,2009,09/11/2009,EQUINE DEATH,Belmont Park (NYRA),After 4th.race,Racing,Thoroughbred, ,West Hampton,DARRELL W. LUKAS, ,West Hampton-Tr. Darrell Lukas-fx RF sesamoids-euthanized,Euthanasia
3641,2009,09/10/2009,EQUINE DEATH,Belmont Park (NYRA),Ruffian Horse Hospital,Training,Thoroughbred,Clear,Hoist The Gala,JOSEPH D. IMPERIO, ,Hoist The Gala-Tr. Joseph Imperio-reinjured surgically repaired RF condylar fx-euthanized,Euthanasia
3642,2009,09/07/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),1/8 pole,Racing,Thoroughbred,Clear,Todo K,TIMOTHY S. RITVO, ,Todo K-Tr. Timothy Ritvo-injury RF pastern-euthanized,Euthanasia
3643,2009,09/07/2009,STEWARDS/VETS LIST,Yonkers Raceway,DNF,Racing,Harness,Clear,Rare Display,JEFFREY S. SMITH *, ,Rare Display-Tr. Jeffrey Smith-DNF-A Fib-must requalify,Steward's List
3644,2009,09/07/2009,EQUINE DEATH,Batavia Downs,Batavia Downs,Racing,Harness,partly cloudy and 75 degrees,Town Man,ALEXANDER E. GIULIANI, ,Town Man-Tr. A. Giuliani-fx RR pastern bone-euthanized,Euthanasia
3645,2009,09/06/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,DON'T DO THAT BABY,JARED A. SCHOENEMAN, ,Don't Do That Baby-Tr. Jared Schoeneman-fx R foreleg-euthanized,Euthanasia
3646,2009,09/06/2009,STEWARDS/VETS LIST,Tioga Downs,main track 1/2 mile pole,Racing,Harness,Clear 75 degrees,Far Too Loud,MARGARET L. FAUROT, ,Far Too Loud-Tr. Margaret Faurot-choke plate came lose-trouble breathing-horse cleared,Steward's List
3647,2009,09/06/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),-,Racing,Thoroughbred,Sunny,Voodoouthinkur,EUGENE A. REIFF, ,Voodoouthinkur-Tr. Eugene Beiff-aggravated old injury-doing well,Steward's List
3648,2009,09/06/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Non-Racing,Thoroughbred, ,DOUBLE DUKE,JAMES S. ACQUILANO, ,Double Duke-Tr. James Acquilano-Laminitis LF foot-euthanized,Euthanasia
3649,2009,09/05/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Main Track,Racing,Harness, ,Up Front Peyton,MARK S. FORD, ,Up Front Peyton-Tr. Mark Ford-RF leg lameness-2-3 mos. Recovery,Steward's List
3650,2009,09/04/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Sweet Apple Annie,MAUREEN M. SALINO, ,Sweet Apple Annie-Tr. Maureen Salino-RR lameness-scratched-rest & time off,Steward's List
3651,2009,09/03/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),1/16 pole.,Racing,Thoroughbred,Clear,Possessive,MARK A. HENNIG, ,Possessive-Tr. Mark Hennig-fx RF sesamoids-euthanized,Euthanasia
3652,2009,09/03/2009,STEWARDS/VETS LIST,Yonkers Raceway,First turn after start of race,Racing,Harness,cloudy 70,ROCK HARD TEN,GEORGE (BUZZY) W. SHOLTY, ,Rock Hard Ten-Tr. George Sholty-choked down-flipped palette-horse turned out,Steward's List
3653,2009,09/03/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Mellon Turf Course,Racing,Thoroughbred,Clear,Green Pond,KENNETH G. MCPEEK, ,Green Pond-Tr. Kenneth McPeek-ambulanced off-heat exhaustion-horse now sound,Steward's List
3654,2009,09/01/2009,EQUINE DEATH,Belmont Park (NYRA),Main track,Training,Thoroughbred,Clear,Karrie the Magic,BRUCE R. BROWN, ,Karrie the Magic-Tr. Bruce Brown-fx left shoulder & RF leg-euthanized,Euthanasia
3655,2009,08/29/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),5/8 Pole.,Racing,Thoroughbred,Cloudy,Cairiene,STEVEN M. ASMUSSEN, ,Cairiene-Tr. Steven Asmussen-Lameness RF leg-aggravated old tendon injury,Lameness
3656,2009,08/29/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),5/8 Pole.,Unknown,Thoroughbred,Cloudy,Cairiene,STEVEN M. ASMUSSEN, ,Cairiene-Tr. Steven Asmussen-Lameness RF leg-aggravated old tendon injury, 
3657,2009,08/28/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Rain,Yobro's Joboy,CHESTER W. POOLE, ,Yobro's Joboy-Tr. Chester Poole-lame LR leg-scratched-to be rested,Steward's List
3658,2009,08/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,60's  rain,Zion Train,MICHAEL J. MARX, ,Zion Train-Michael Marx-Lame LH leg-scratched,Steward's List
3659,2009,08/28/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,60's  rain,Haste,MICHAEL A. FORTE, ,Haste-Tr. Michael Forte-LF lameness-Scratched,Steward's List
3660,2009,08/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Non-Racing,Thoroughbred, ,SARATOGA LASS,MANUEL A. GOMEZ-SIERRA, ,Saratoga Lass-Tr. M. Gomez-Sierra-old fx & degenerative joint disease-lame-euthanized,Euthanasia
3661,2009,08/27/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish line,Racing,Thoroughbred,Clear,Uncle Pat,ROBERT A. BARBARA, ,Uncle Pat-Tr. Robert Barbara-ambulanced off after finish-slight swelling-horse ok,Steward's List
3662,2009,08/25/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Blissfull Doll,JAMES J. MARTUSCELLO, ,Blissfull Doll-Tr. James Martuscello-RF leg lameness-scratched,Steward's List
3663,2009,08/24/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,KRISBALADY,MICHAEL S. FERRARO, ,Krisbalady-Tr. Michael Ferraro-fx LH ankle-euthanized,Euthanasia
3664,2009,08/23/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track 1/2 Pole,Racing,Harness,Clear 75 degrees,Ignite My Fire,MICHAEL D. DETERS, ,Ignite My Fire-Tr. Michael Deters-lameness-suspensory R leg-retired,Steward's List
3665,2009,08/23/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),Barn # 9,Non-Racing,Thoroughbred, ,Victorious Dream,DAVID JACOBSON, ,Victorious Dream-Tr. David Jacobson-laminitis LF hoof-euthanized,Euthanasia
3666,2009,08/22/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track near paddock entrance,Racing,Harness,Clear,Holly Hill cam,JEFFREY L. SORENSON, ,Holly Hill Cam-Tr. Jeffrey Sorenson-aggitated-unseated driver-no injuries claimed,Steward's List
3667,2009,08/22/2009,STEWARDS/VETS LIST,Tioga Downs,Main Track 1/2 pole,Racing,Harness,Clear 78 degrees,Colonel Lindy,PAUL E. BERNARDO, ,Colonel Lindy-Tr. Paul Bernardo-fx R knee-will not race again,Steward's List
3668,2009,08/21/2009,EQUINE DEATH,Batavia Downs,Batavia Downs,Racing,Harness,clear and 78 degrees,West Teen,GREGORY M. LUTHER, ,West Teen-Tr. Gregory Luther-fx LR leg-euthanized,Euthanasia
3669,2009,08/21/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's  light rain,GRO,JOSEPH S. ANDERSON, ,Gro-Tr. Joseph Anderson-choked down-possible A Fib-DNF-must requalify,Steward's List
3670,2009,08/20/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's  cloudy  humid,Another Mike,PETER KLEINHANS, ,Another Mike-Tr. Peter Kleinhans-horse would not stay on pace-equipment issue-scratched,Steward's List
3671,2009,08/17/2009,STEWARDS/VETS LIST,Yonkers Raceway,DNF,Racing,Harness,Warm - Clear,Serene Yankee,JULIE E. MILLER, ,Serene Yankee-Tr. Julie Miller-refused to trot-pulled up-DNF-horse ok,Steward's List
3672,2009,08/17/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA), ,Racing,Thoroughbred, ,San Naa,GARY J. SCIACCA, ,San Naa-Tr. Gary Sciacca-pulled up and vanned off-no problems found,Steward's List
3673,2009,08/15/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,Clear  80's  humid,Moon Beam,ERIC L. ABBATIELLO, ,Moon Beam-Tr. Eric Abbatiello-pulled up-DNF-A Fib,Steward's List
3674,2009,08/15/2009,FALL OF HORSE,Batavia Downs,Batavia Downs,Racing,Harness, ,Sparks of Gold,NEAL RUSSO, ,Sparks of Gold-Tr. Neal Russo-choked-went down on track-bled-scratched-full recovery,Injury
3675,2009,08/14/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear 75 degrees,Holiday Man,CYNTHIA A. MILANO, ,Holiday Man-Tr. Cyntia Milano-Both F feet sore-scratched-horse ok,Steward's List
3676,2009,08/14/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear 75 degrees,Armbro Donovan,THOMAS T. CARTER, ,Armbro Donovan-Tr. Thomas Carter-RR lameness-treat & rest,Steward's List
3677,2009,08/13/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,BABY THINKER,RAFAEL G. ROHENA SR, ,Baby Thinker-Tr. Rafael Rohena  Sr.-R knee fx-euthanized,Euthanasia
3678,2009,08/13/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,Cloudy  70's,Black Brinny,JOSEPH S. ANDERSON, ,Black Brinny-Tr. Joseph Anderson-RF lameness-scratched,Steward's List
3679,2009,08/13/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,Here Comes Kris,JAMES P. TRACY, ,Here Comes Kris-Tr. James Tracy-Lameness RF foot-scratched,Steward's List
3680,2009,08/13/2009,EQUINE DEATH,Batavia Downs,Batavia Downs barn area,Training,Harness, ,Canvas Master,MICHAEL E. BAUMEISTER, ,Canvas Master-Tr. Michael Baumeister-fell and died in barn area after jog,Equine Death
3681,2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Main Track,Unknown,Thoroughbred,Clear,Comissioner Chris,RAINDRANAUTH PERSAUD, ,Commissioner Chris-Tr. R. Persaud-Eased up-saddle slipped-no injuries reported,Steward's List
3682,2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,New Fandan,NEAL J. TERRACCIANO, ,New Fandan-Tr. Neal Terracciano-scratched before race,Steward's List
3683,2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Elder Statesman,WILLIAM F. ALLYN, ,Elder Skatesman-Tr. William Allyn-Jockey stated problem with RF foot-scratched-horse fine,Steward's List
3684,2009,08/12/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Main Track,Unknown,Thoroughbred,Clear,Firewood,BRUCE N. LEVINE, ,Firewood-Tr. Bruce Levine-Eased at the 1/2 mile pole-possible mild heat stroke-horse fine,Steward's List
3685,2009,08/12/2009,STEWARDS/VETS LIST,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness, ,Up Front Tornado,RONALD L. CUSHING, ,Up Front Tornado-Tr. Ronald Cushing-Lame LF suspensory-taken home,Steward's List
3686,2009,08/11/2009,RACING INJURY,Monticello Raceway & Mighty M Gaming,Monticello Raceway,Racing,Harness, ,Coco Myria,DENNIS S. MILLER, ,Coco Myria-Tr. Dennis Miller-fx LF pastern,Injury
3687,2009,08/11/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness, ,My Awesome Babe,GARY R. CAMPBELL, ,My Awesome Babe-Tr. Gary Campbell-lame LR stifle-scratched,Steward's List
3688,2009,08/11/2009,EQUINE DEATH,Monticello Raceway & Mighty M Gaming,Monticello barn,Non-Racing,Harness, ,Bowl Lane,ROBERT T. LOUNSBURY, ,Bowl Lane-Tr. Robert Lounsbury-muscle weakness-condition deteriorated-euthanized,Equine Death
3689,2009,08/10/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Starting Gate,Racing,Thoroughbred,Clear,Nicksappealinglady,GARY C. CONTESSA, ,Nicksappealing Lady-Tr. Gary Contessa-horse did not look good-Vet scratched-horse doing fine,Accident
3690,2009,08/10/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Sunny,Avie's Tale,TIMOTHY E. SALZMAN, ,Avie's Tale-Tr. Timothy Salzman-flipped in paddock before race-scratched,Steward's List
3691,2009,08/10/2009,ACCIDENT - DRIVER/JOCKEY,Batavia Downs,Batavia Downs,Racing,Harness,clear - 78 degrees,DEVILINHISEYES,FRANK W. MAYS JR, ,Devilinhiseyes-Tr. Frank Mays  Jr.-interference-Driver Kevin Cummings unseated-horse and driver appear to be fine, 
3692,2009,08/08/2009,FALL OF HORSE,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,Amazing Stand,GEORGE D. MERTON JR, ,Amazing Stand-Tr. George Merton  Jr.-fell-cuts  bruises & scrapes R shoulder/knee-prognosis for fast recovery-no injury to driver,Accident
3693,2009,08/08/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80s clear,TOKEN,ERIC L. ABBATIELLO, ,Token-Tr. Eric Abbatiello-lame LF ankle-scratched-to requalify,Steward's List
3694,2009,08/08/2009,STEWARDS/VETS LIST,Vernon Downs,Paddock,Racing,Harness, ,Christopher Paul,ADAM J. WAHL, ,Christopher Paul-Tr. Adam Wahl-horse out of control-scratched-no injury to horse reported,Steward's List
3695,2009,08/07/2009,STEWARDS/VETS LIST,Yonkers Raceway,Yonkers Raceway,Racing,Harness,80's warm,Reconquete,FRANK GALANTE SR, ,Reconquete-Tr. Frank Galante  Sr.-Lame RF-scratched-turned out,Lameness
3696,2009,08/07/2009,STEWARDS/VETS LIST,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,DISCO DOC,EDWARD J. BABCOCK, ,Disco Doc-Tr. Edward Babcock-horse bled and was pulled up-cannot run for 90 days,Steward's List
3697,2009,08/06/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn #2,Non-Racing,Thoroughbred,Clear,Executive Fleet,LINDA L. RICE, ,Executive Fleet-Tr. Linda Rice-severe laminitis LF hoof-euthanized,Equine Death
3698,2009,08/06/2009,STEWARDS/VETS LIST,Vernon Downs,Main track,Racing,Harness,CLEAR,HECKUVAROSA,LYNN WHITMER, ,Heckuvarosa-Tr. Lynn Whitmer-broke boot-stumbled & fell-unseated driver-abrasion to chest-horse fine,Steward's List
3699,2009,08/06/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),1/4 pole - Main track,Racing,Thoroughbred,Clear,Hubbard,ANTHONY J. RYAN, ,Hubbard-Tr. Anthony Ryan-pulled up-tender footed-rested,Steward's List
3700,2009,08/06/2009,RACING INJURY,Saratoga Racecourse (NYRA),3/8 pole,Racing,Thoroughbred,Clear,Pluto,TODD A. PLETCHER, ,Pluto-Tr. Todd Pletcher-pulled up-suffered suspensory ligament-horse retired,Injury
3701,2009,08/05/2009,FALL OF HORSE,Saratoga Racecourse (NYRA),After crossing finish line,Racing,Thoroughbred,Clear,Hidden Face,ROBERT J. FRANKEL, ,Hidden Face-Tr. Robert Frankel-minor scratches to hind legs  horse ok-Jockey treated & released,Injury
3702,2009,08/04/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,STORM'S A COMIN,JASON F. GILIFORTE, ,Storm's A Comin-Tr. Jason Giliforte-LF fetlock-ruptured suspensory-biaxial sesamoid fx-euthanized,Euthanasia
3703,2009,08/04/2009,STEWARDS/VETS LIST,Yonkers Raceway,After finish,Racing,Harness,Clear,Shutter Clicker,PAUL A. JESSOP, ,Shutter Clic ker-Tr. Paul Jessop-finished lame-must requalify,Steward's List
3704,2009,08/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Barn 12,Non-Racing,Thoroughbred,,Wishful Star,ANGEL A. PENNA JR, ,Wishful Star-Tr. Angel Penna-inoperable colic-euthanized,Equine Death
3705,2009,08/04/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),1 mile pole main track,Training,Thoroughbred,Clear,Finally Made it,TIMOTHY S. RITVO, ,Finally Made It-Tr. Tim Ritvo-Fx LF cannon bone-euthanized,Equine Death
3706,2009,08/04/2009,EQUINE DEATH,Belmont Park (NYRA),Barn area,Training,Thoroughbred,Clear,Joe Bravo,PAULO H. LOBO, ,Joe Bravo-Tr. Paulo Lobo-horse reared-unseated rider-fell & fx neck-euthanized,Equine Death
3707,2009,08/03/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),After finish of race.,Racing,Thoroughbred,Clear,Cleric,GEORGE R. WEAVER, ,Cleric-Tr. George Weaver-Horse suffered heat exhaustion-doing fine, 
3708,2009,08/02/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Cloudy,It's My Day,ROBERT J. REINACHER, ,It's My Day-Tr. Robert Reinacher-Flipped in Paddock  fx skull and died,Equine Death
3709,2009,08/01/2009,ACCIDENT - ON TRACK,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,Clear,R Roux,CLAUDE L. HUCKABONE JR, ,R Roux-Tr. C. Huckabone  Jr.-collided w/ Karate Chris-Tr. G. Campbell ran into Romi Mystic-Tr. D. Gill-no injuries reported,Steward's List
3710,2009,08/01/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Clear,Sheenajunglequeen,SARAH J. OSMELOSKI, ,Sheenajunglequeen-Tr. Sarah Osmeloski-hobble burns both F legs-scratched,Steward's List
3711,2009,08/01/2009,STEWARDS/VETS LIST,Vernon Downs,Vernon Downs,Racing,Harness,Clear,Ones All I Need,JESSICA L. OKUSKO, ,Ones All I Need-Tr. Jessica Okusko-LH lameness-turned out,Steward's List
3712,2009,08/01/2009,STEWARDS/VETS LIST,Batavia Downs,Batavia Downs,Racing,Harness,82 degrees and sunny,Exponential,ROBERT H. GRUBER III, ,Exponential-Tr. Robert Gruber III-LF lameness-no longer racing,Injury
3713,2009,07/31/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga,Racing,Harness,clear,Eric's Image,GARY LEONARDI, ,Eric's Image-Tr. Gary Leonardi-RF lameness-scratched-rest and foot baths,Steward's List
3714,2009,07/30/2009,STEWARDS/VETS LIST,Yonkers Raceway,Post Parade,Racing,Harness,Clear,Falcons Fire A,DELVY S. LLOPEZ, ,Falcons Fire A-Delvy Llopez-LF lameness-scratched-Vet to examine,Steward's List
3715,2009,07/30/2009,STEWARDS/VETS LIST,Saratoga Racecourse (NYRA),Turf,Racing,Thoroughbred,Clear,Big Gavel,GARY C. CONTESSA, ,Big Gavel-Tr. Gary Contessa-ambulanced off-sore back-farm rest,Steward's List
3716,2009,07/29/2009,EQUINE DEATH,Saratoga Racecourse (NYRA),3/4 Pole,Racing,Thoroughbred,Cloudy,Alexandros,DELMER W. CARROLL II, ,Alexandros-Tr. Delmer Carroll II-fx both RF sesamoids-Euthanized,Equine Death
3717,2009,07/29/2009,RACING INCIDENT,Saratoga Racecourse (NYRA),Paddock,Racing,Thoroughbred,Cloudy,Terpsichorean,JONATHAN E. SHEPPARD, ,Terpsichorean-Tr. Jonathan Sheppard-Flipped in Paddock-scratched,Injury
3718,2009,07/28/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,UOMO GRANDE,BRUCE D. ANDERSON, ,Uomo Grande-Tr. Bruce Anderson-Fx L carpus-euthanized,Euthanasia
3719,2009,07/27/2009,STEWARDS/VETS LIST,Yonkers Raceway,After racing,Racing,Harness,Clear,All Over The Place,COLIN JOHNSON, ,All Over The Place-Tr. Colin Johnson-finished race lame-farm rest,Steward's List
3720,2009,07/27/2009,EQUINE DEATH,Yonkers Raceway,After race,Racing,Harness,Clear,Left Handed Gun,DENNIS J. LATERZA, ,Left Handed Gun-Tr. Dennis Laterza-fx RF cannon bone-euthanized,Equine Death
3721,2009,07/26/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Turf,Racing,Thoroughbred,Cloudy,Corrupt Judge,JOFFRE M. CORREA, ,Corrupt Judge-Tr. Joffre Correa- was ambulanced off-Trainer found nothing wrong with the horse,Steward's List
3722,2009,07/26/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Racing,Thoroughbred, ,I KNOW IT'S TRUE,SALVATORE . IORIO JR, ,I Know It's True-Tr. Salvatore Iorio  Jr.-LM sesamoid fx-euthanized,Euthanasia
3723,2009,07/25/2009,EQUINE DEATH,Belmont Park (NYRA),Sixteength Pole,Training,Thoroughbred,Clear,Ramblin Boy,NICHOLAS P. ZITO, ,Ramblin Boy-Tr. Nick Zito-LF leg fx-euthanized,Equine Death
3724,2009,07/25/2009,STEWARDS/VETS LIST,Saratoga Gaming & Raceway,Saratoga Harness,Racing,Harness,Clear 75 Deg,Here Comes Kris,JAMES P. TRACY, ,Here Comes Kris-James Tracy-Lame R foot-foot baths & rest,Lameness
3725,2009,07/24/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),After the finish,Racing,Thoroughbred,Clear,Royal Straight Flush,PATRICK J. KELLY, ,Royal Straight Flush-Tr. Patrick Kelly-suffered heat frustration-cooled down-no injury, 
3726,2009,07/24/2009,STEWARDS/VETS LIST,Yonkers Raceway,Main Track,Racing,Harness,cloudy 77,Tawny Reserve N,CHRISTOPHER S. CARRUBBA, ,Tawny Reserve N-Tr. Chris Carrubba-RF lameness-scratched,Lameness
3727,2009,07/24/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),Paddock,Racing,Thoroughbred,Clear,Boxitup,THOMAS M. BUSH, ,Boxitup-Tr. Thomas Bush-flipped in Paddock-scratched-minor lacerations-horse doing fine,Injury
3728,2009,07/24/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,THAT'S A GIVEN,CHRISTOPHER J. ENGLEHART, ,That's a Given-Tr. Christopher Englehart-Fx RFM sesamoid-euthanized,Euthanasia
3729,2009,07/23/2009,FALL OF RIDER,Belmont Park (NYRA),Start,Racing,Thoroughbred,Light rain,Il Senatore,DOMINICK L. SCHETTINO, ,Il Senatore-Tr. Dominick Schettino-Stumbled after start-unseated rider-horse & rider ok,Accident
3730,2009,07/23/2009,STEWARDS/VETS LIST,Belmont Park (NYRA),1/2/ mi. pole,Racing,Thoroughbred,Showers,Ship of Fools,LUIS A. CHIARI, ,Ship of Fools-Tr. Luis Chiari-pulled up-ambulanced off-no injury found,Lameness
3731,2009,07/23/2009,EQUINE DEATH,Saratoga Gaming & Raceway,Saratoga Gaming Raceway,Non-Racing,Harness, ,Chelemark Porter,CYNTHIA A. MILANO, ,Chelemark Porter-Tr. Cynthia Milano-Horse died-high fever-reason unknown-owner waived autopsy,Equine Death
3732,2009,07/22/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,EVALUATOR,OSCAR S. BARRERA JR, ,Evaluator-Tr.Oscar Barrera  Jr.-LM sesamoid fx-euthanized,Euthanasia
3733,2009,07/22/2009,EQUINE DEATH,Belmont Park (NYRA),Stall / Barn,Non-Racing,Thoroughbred, ,Daimons Glory,HARRY A. JERKENS, ,Daimons Glory-Tr. Harry Jerkens-R Hock infection-euthanized,Euthanasia
3734,2009,07/21/2009,EQUINE DEATH,Aqueduct Racetrack (NYRA),Stable area,Non-Racing,Thoroughbred,Sunny,Snipe,RICHARD A. VIOLETTE JR, ,Snipe-Tr. Richard Violette-died of bleeding as result of pelvic fx-accident after running loose,Equine Death
3735,2009,07/21/2009,FALL OF HORSE,Yonkers Raceway,After entering track ramp,Racing,Harness,Rainy 70 degrees,DEMPSEY,LAURIE A. WHITTEMORE, ,Dempsey-Tr. Laurie Whittemore-fell in warm-up-scratched,Injury
3736,2009,07/21/2009,EQUINE DEATH,Finger Lakes Gaming & Racetrack,FINGER LAKES,Training,Thoroughbred, ,FIRE WAGON,GLENROY B. BROWN, ,Fire Wagon-Tr. Glenroy Brown-Fx L 3rd carpal bone-euthanized,Euthanasia
3737,2009,07/20/2009,STEWARDS/VETS LIST,Tioga Downs,Tioga Downs Paddock,Racing,Harness,Clear,Western Mac,DEAN M. ECKLEY, ,Western Mac-Tr. Dean Eckley-LF leg lameness-scratched-turned out to pasture,Lameness
3738,2009,07/19/2009,RACING INJURY,Belmont Park (NYRA),After finish of 9th.race.,Racing,Thoroughbred,Cloudy,Hello Broadway,BARCLAY TAGG, ,Hello Broadway-Tr. Barclay Tagg- fx left front foot-retired to stud,Injury
